RILS,BLOCK,Genos,LPCs,PCs,PCs_LPCs,PC32_1-LPC_18_1,PC34_1-LPC_18_1,PC36_1-LPC_18_1,PC36_2-LPC_18_1,PC32_1-LPC_18_2,PC34_1-LPC_18_2,PC36_1-LPC_18_2,PC36_2-LPC_18_2,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_5_A,PC_38_2,PC_38_5_A,PC_p_36_3__PC_o_36_4,PE_34_2,SM_d32_1,TG_46_3,TG_48_0,TG_48_3,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_3,TG_54_4,TG_54_5,TG_56_4
LANMLR17B090,MT3,RIL,3427299,13689673,3.994303678,0.3953639022,7.53416671,0.467303955,5.819178178,0.008926217394,0.1701005316,0.01055042372,0.13138086,44224,NA,57117,2529851,796107,NA,60827,22582,39510,86670,430329,4301071,1611949,23800,74112,30014,26691,332374,638710,192467,2694257,3055403,14113,14167,7961,757187,NA,NA,15593,NA,6410,19302,11099,NA,17804,10863,27154,NA,NA,8356,9908,30564,110861,NA
LANMLR17B074,MT1,RIL,2311195,9393653,4.064413864,0.02343496144,0.7783268214,0.05760863535,0.5674399068,0.003475315505,0.1154229025,0.008543141159,0.08414917648,159716,31668,252358,1701716,165737,17330,32768,5914,15285,91926,196417,3376922,1488253,23303,66702,95615,14538,143198,299749,133450,1753640,1579215,3458,4200,51770,123077,14941,2896,12319,3925,12485,30814,20746,3055,12238,16344,15757,224225,243439,109930,12336,25613,76048,3131
LANMLR17B039,MT1,RIL,2377044,9779383,4.114094228,0.07537984673,2.3208968,0.1148097439,1.312187423,0.004649272554,0.1431480994,0.007081226803,0.08093299781,102133,10484,105174,1705213,454040,1890,15990,7928,16305,28318,244098,3077477,1541085,22228,45903,32528,12075,138008,432390,179447,1752619,2211266,7592,8567,3669,151301,4920,1564,5619,694,5585,11112,8826,1004,6924,8308,14738,110937,157017,78249,5903,15884,55726,1045
LANMLR17B129,MT1,RIL,3340043,13860077,4.149670229,0.2014126763,1.958257542,0.2921263377,3.343955966,0.006215610835,0.06043197985,0.009015041472,0.1031947409,114469,NA,84662,2743415,397497,NA,67222,17052,5966,32743,165790,4260822,2593636,40190,87224,134288,24732,283106,303699,297881,2297870,2997690,23213,36206,59637,451901,NA,NA,17713,NA,13548,26429,19294,NA,5601,23563,24472,NA,NA,10283,27322,30931,51046,NA
LANMLR17B099,MT2,RIL,3123499,13026141,4.170368231,0.1278110088,1.374589735,0.2726964295,2.033986562,0.006808686861,0.07322648618,0.01452695362,0.1083535582,134863,NA,135583,2545131,307922,NA,47819,17329,7623,NA,186371,4265826,2700272,39214,85073,154005,36973,275774,242636,243721,2189406,2328374,7817,29904,65516,233956,NA,NA,48539,NA,35129,122244,105901,NA,57675,78942,102596,NA,NA,77564,75075,127406,267165,NA
LANMLR17B007,MT1,RIL,2377877,9957960,4.187752352,0.1814856532,1.241090609,0.1107679088,2.422773668,0.008684263752,0.05938738406,0.005300351393,0.1159320595,216230,19285,86117,1799692,256553,13999,19015,15629,23872,49363,106879,3446558,1337488,17166,61326,28144,9539,208642,258086,170639,2160888,2006352,8814,3976,11585,141168,6256,1297,5333,483,1558,13032,7179,830,1497,7545,7807,76629,91620,43602,1495,13385,23336,798
B73_NAM,MT2,B73,2279113,9625698,4.223440435,0.06669331628,1.737048289,0.168084426,2.923696834,0.002298451535,0.05986388935,0.005792693007,0.1007593542,82416,12976,62540,1814700,306481,13771,10625,4171,17767,20119,108635,3254036,1656967,30018,45404,75375,10512,182848,217677,229555,1705255,1998529,1925,21263,21246,74104,11064,1578,1583,1931,8826,23617,11867,2178,5843,14560,22339,157267,228375,159636,9322,23552,58063,3581
LANMLR17B047,MT2,RIL,2960298,12540042,4.236074206,0.2365796776,1.820305742,0.3275686673,1.293278247,0.01421715999,0.1093905369,0.0196851065,0.07771903289,121119,NA,144501,2404559,290119,NA,123434,34186,8576,NA,263036,4541357,2199506,32236,71107,90301,47334,186880,298712,120926,2373963,1942854,19279,32678,66366,164868,NA,NA,109188,NA,155179,168603,92210,NA,90894,190453,194663,NA,NA,64834,88071,190374,446663,NA
LANMLR17B046,MT1,RIL,2288693,9758160,4.263638679,0.06541949745,1.487549979,0.04533042941,1.212349251,0.002299858066,0.05229562976,0.001593615937,0.04262079826,188770,20002,61526,1750108,268287,2926,31419,4025,13942,183160,91523,3199819,1901285,31706,43715,83151,2789,74591,199379,123883,1689579,2035444,2974,7925,34925,172332,21458,2025,11453,1413,11938,25523,22175,3592,1896,12679,17070,74162,125236,94525,5470,3262,29532,857
LANMLR17B121,MT2,RIL,3259580,13980890,4.289169157,0.02415064762,1.256071392,0.1165450247,1.992752878,0.001487882603,0.07738454067,0.007180151749,0.1227703036,162139,NA,155648,2526409,415384,NA,24765,3759,20388,NA,195505,5100828,2668276,37747,73238,105379,18140,310168,265541,218680,2365795,2428270,20140,25722,49603,92313,NA,NA,25514,NA,24002,74996,72891,NA,83157,33950,53902,NA,NA,41921,26865,53555,126411,NA
LANMLR17B067,MT3,RIL,3302193,14183572,4.295197767,0.1397740491,3.293965244,0.2053650111,3.646850435,0.005991210926,0.1411910199,0.008802671927,0.1563169294,130584,NA,113476,2647378,410755,NA,68916,15861,30363,134543,373786,4662270,1805243,24017,87877,40521,23304,413830,539809,215101,2888459,2773261,17594,9617,20060,442348,NA,NA,3564,NA,19633,11705,13741,NA,7276,31416,6339,NA,NA,4668,33684,109913,NA,NA
LANMLR17B047,MT3,RIL,3259188,14082733,4.320933005,0.2492368931,3.6257992,0.6394629378,3.222600338,0.009181634452,0.1335707665,0.0235571663,0.1187173292,60835,NA,96972,2632320,469061,NA,142069,24169,19609,42033,351601,5267372,2330416,26807,67646,46695,62010,312502,345473,194886,2493341,2259949,17711,15241,21175,44327,NA,NA,47530,NA,30937,46361,26962,NA,33869,38503,52778,NA,NA,11371,25038,55817,152316,NA
LANMLR17B090,MT1,RIL,2274692,10139140,4.457368294,0.08433535462,1.629338356,0.07512572694,1.111984933,0.002274900672,0.04395052272,0.002026475936,0.0299951934,30419,4008,48319,1791287,400659,15844,10788,4075,11510,83815,78728,2914961,1639369,12189,30005,6456,3630,53730,217232,28480,2825361,2192616,2985,3062,4304,99894,4550,2680,2412,2975,1464,6522,4484,1615,5444,3107,4091,45966,76366,57175,2038,4625,19981,1308
LANMLR17B058,MT3,RIL,2398842,10954985,4.566780555,0.03613926092,1.028067763,0.1039534213,1.179312862,0.002164062135,0.06156192633,0.006224855102,0.07061866359,92132,16376,117822,1967596,204916,13843,95290,4258,10881,35019,121129,NA,2569761,16773,78936,36511,12248,138949,289925,176642,2769217,4557690,10433,8156,NA,291173,20140,NA,3908,NA,7715,9452,NA,NA,NA,8291,12093,72571,122040,105848,5533,13849,45705,NA
LANMLR17B067,MT1,RIL,2202165,10065424,4.570694748,0.2404285447,3.102674397,0.2256539047,3.599775575,0.005697679204,0.07352722369,0.005347549567,0.08530753475,77086,9562,37429,1579415,498673,1601,15139,8999,15663,17535,116130,3279195,1883020,24906,36939,25804,8446,134736,241621,200805,1643712,2380723,11007,9701,9742,208797,8519,1065,1820,714,1529,15144,12239,1573,1301,5788,8025,60510,106531,70906,1509,7206,17829,1553
LANMLR17B151,MT1,RIL,3036771,14466290,4.763707899,0.152103523,1.831365341,0.1249480735,1.330252832,0.01100196092,0.1324664249,0.00903775135,0.09621992561,102656,NA,175729,2429476,328910,NA,30904,26729,19843,36209,321824,4645481,2627760,47786,63144,82386,21957,233764,600722,222361,2453927,2900722,20451,23050,34177,314030,NA,NA,12535,NA,11059,20855,14376,NA,4347,15584,22335,NA,NA,9582,13889,19594,53791,NA
LANMLR17B090,MT2,RIL,2976079,14624126,4.913890391,0.08926152955,1.838183142,0.1094201367,1.670596616,0.004925757235,0.101437248,0.006038178291,0.09218924896,226836,NA,127737,2314771,306735,NA,25790,11402,19734,NA,234804,4947302,2322613,29621,69103,74523,13977,213397,402659,140887,2973976,3029396,16863,22962,23744,194536,5728,NA,11676,NA,29994,19030,13453,NA,15792,30583,11638,NA,NA,2885,30098,85573,NA,NA
LANMLR17B032,MT3,RIL,2959275,14595544,4.932135067,0.1806235198,3.305299826,0.3059356943,4.278077281,0.008212533667,0.150284338,0.0139101884,0.1945142789,78107,NA,108513,2386596,386059,NA,89486,19600,24568,258334,358668,5008761,2461733,26684,82049,57979,33198,464227,463590,320932,2278062,2515957,22233,14187,38085,511426,NA,NA,6608,NA,5025,8695,6314,NA,3274,8083,11479,NA,NA,4561,8310,12366,29170,NA
LANMLR17B108,MT2,RIL,2723376,13811966,5.071633884,0.1307226498,2.653284938,0.2989457557,5.356965673,0.003878303417,0.07871814144,0.008869177201,0.1589314346,161474,NA,54826,1847973,659103,NA,30342,7167,5750,42848,145469,3859748,3838758,35469,89432,143986,16390,293701,164479,574890,1371477,2969180,21401,23990,48661,218075,4225,NA,10920,NA,212220,330014,12469,NA,18723,92013,52543,NA,NA,17140,53752,122550,NA,NA
LANMLR17B056,MT1,RIL,2705885,13868845,5.125437703,0.2398319984,3.496727877,0.643582731,3.230660285,0.01213364703,0.1769074272,0.03256031614,0.1634464618,70262,NA,102380,2023629,509614,NA,155492,24554,17014,42933,357995,4479055,2711599,26234,80967,78733,65890,330755,372540,316151,2257647,2409455,16596,18994,37315,93053,NA,NA,64896,NA,30732,169459,142140,NA,25294,73754,124138,NA,NA,51783,44473,107012,234243,NA
LANMLR17B058,MT1,RIL,2707650,13929194,5.144384983,0.3248569834,3.876543533,0.9812683131,2.356669457,0.01664590323,0.1986368519,0.05028088733,0.1207574217,90230,NA,114672,2237908,264840,NA,271487,37252,4927,154292,444531,4339225,2121526,20235,91430,85252,112524,270244,322598,216003,2648437,2609049,19420,31323,63498,189271,NA,NA,110049,NA,36103,52008,34983,NA,16335,42451,54296,NA,NA,14289,31991,57444,116428,NA
LANMLR17B152,MT3,RIL,2777472,14423105,5.192889433,0.6264077845,10.72556086,0.9063879629,10.80919452,0.013251559,0.2268975675,0.01917449601,0.2286668245,46399,NA,44396,2098621,588056,NA,99072,27810,43905,56445,476172,4347209,1945172,31264,77345,34595,40240,479885,711270,302735,2580893,3043326,20385,13261,9541,650176,NA,NA,19523,NA,4694,11814,11504,NA,28479,8793,25299,NA,NA,8204,9120,32490,141015,NA
LANMLR17B114,MT3,RIL,2839514,14778363,5.20453958,0.242229209,2.770347081,0.2376548918,5.23245176,0.008434145108,0.09646032934,0.008274872593,0.1821880094,84731,NA,81105,2329341,344337,NA,52823,19646,24899,42940,224689,4674384,2096819,25350,101482,46526,19275,424378,482376,276428,3087711,3091119,17276,8299,20270,372718,NA,NA,1681,NA,6884,13747,15899,NA,34628,11260,15719,NA,NA,11130,9788,22320,58559,NA
LANMLR17B028,MT2,RIL,2777379,14495304,5.219058688,0.09754937877,1.916067782,0.1806787535,2.798486289,0.005821046653,0.1143371705,0.01078161098,0.1669935724,129913,NA,128294,2149957,369215,NA,21535,12515,7092,38849,245820,4738558,3094370,47070,79943,85275,23180,359029,311049,368448,2099830,2788081,21635,28920,41624,140330,1765,NA,5084,NA,88540,85934,24150,NA,21552,71192,28615,NA,NA,13861,50769,93533,NA,NA
LANMLR17B056,MT3,RIL,2429757,12887035,5.303836968,0.4384542206,1.826273841,0.2286358996,2.224012715,0.04490551757,0.1870429527,0.0234163863,0.227778494,117059,NA,172392,1683223,457083,NA,49557,75586,37339,261401,314835,3891427,2365902,41223,119135,284831,39415,383402,434773,359285,1971992,1990333,10890,46446,130773,430378,NA,NA,31076,NA,94097,173324,128503,NA,50792,139046,189589,NA,NA,61354,74898,195774,459457,NA
LANMLR17B026,MT2,RIL,2680117,14369257,5.361428997,0.0291297774,1.930527273,0.2417780264,4.144774906,0.001555816855,0.1031091597,0.01291332658,0.2213717795,98392,NA,114419,2142283,325023,NA,18968,3333,15366,19619,220889,4365589,2012741,30338,74117,52749,27664,474241,420492,306780,3262827,2878515,42395,35083,32004,262125,4797,NA,10939,NA,45881,54244,13374,NA,16610,82964,23178,NA,NA,33876,104247,155081,NA,NA
LANMLR17B002,MT3,RIL,2731079,14730618,5.393698974,0.7817831325,8.561831325,0.6873574297,16.70412851,0.01423374508,0.1558832872,0.0125145581,0.3041282131,46461,NA,31125,1709529,943964,NA,14951,24333,32038,53153,266487,4363180,2523041,45049,55906,49085,21394,519916,348906,448150,2271593,3564968,19552,13738,6295,480347,NA,NA,3456,NA,9035,31347,25229,NA,17571,18697,39553,NA,NA,12445,10279,38870,98515,NA
LANMLR17B072,MT1,RIL,2584983,14130418,5.466348521,0.1844230811,2.553532627,0.5471016878,2.5977371,0.008156682072,0.1129378908,0.02419726697,0.1148929705,105075,NA,91122,2060274,328512,NA,150677,16805,7069,230602,232683,4337433,2588115,45256,109972,148244,49853,236711,270976,233118,2303834,2970471,19564,32937,77266,209308,NA,NA,73272,NA,23390,91231,69265,NA,12275,44456,57717,NA,NA,21428,34645,62726,125825,NA
LANMLR17B048,MT3,RIL,2629439,14504955,5.516368701,0.4997258297,9.124011544,0.4886724387,6.358412698,0.01855995421,0.3388682882,0.01814942824,0.2361531894,68168,NA,69300,1865899,626072,NA,39345,34631,30895,60765,632294,4433379,2220296,50932,67790,46120,33865,440638,580579,312308,2136323,3223782,21839,15863,7225,455529,NA,NA,2915,NA,12626,80280,53620,NA,16515,35689,84341,NA,NA,13233,21978,79648,219032,NA
LANMLR17B095,MT1,RIL,1610442,9344029,5.802151832,0.05393733484,1.298195545,0.06144205361,1.903435259,0.002772344851,0.06672642886,0.003158082643,0.0978353668,92157,13567,66225,1288440,150053,16404,24746,3572,11303,175549,85973,3258372,1581456,20744,36595,26488,4069,126055,192443,129320,2031394,1599947,4606,4799,10194,155154,19795,1824,10359,1456,12040,74547,42494,2060,5486,28640,33766,362880,537307,277154,13953,43630,84419,2369
LANMLR17B149,MT2,RIL,2455386,14251038,5.8039909,0.2303080201,3.225397133,0.5820612166,1.71845215,0.01222801701,0.1712498374,0.03090406687,0.0912398192,77241,NA,103240,1944469,330436,NA,107623,23777,17926,36769,332990,4399737,2459936,25279,52930,38267,60092,177413,469278,140680,3155935,2638849,11962,16831,31658,190205,NA,NA,61183,NA,54118,47384,49838,NA,13569,72752,70726,NA,NA,28633,47227,67501,112247,NA
LANMLR17B103,MT1,RIL,564031,3278539,5.812692919,1.626212522,3.731635802,1.53994709,2.214065256,0.2231489212,0.5120551542,0.2113115766,0.3038140874,40578,43041,45360,330564,104488,24637,NA,73765,56229,105502,169267,1022270,248539,40143,83184,78402,69852,100430,122603,86952,509396,318101,71591,34056,63620,89126,46664,45505,106517,38259,119704,254915,311000,45650,72895,148254,349693,1538477,2636106,1407614,216077,206512,493310,105067
LANMLR17B039,MT2,RIL,1887849,11310034,5.99096326,0.02190638102,1.245868691,0.1361855091,0.9848074457,0.002040760175,0.1160629502,0.01268680405,0.09174294072,85602,14828,138818,1490131,158470,8748,22720,3041,13208,42857,172949,NA,2192477,28187,77920,66007,18905,136709,470784,176167,2810743,5015439,10886,17849,NA,212973,9429,NA,4381,NA,7917,15710,NA,NA,NA,11936,20234,116500,178486,94024,7714,25429,61757,NA
LANMLR17B110,MT1,RIL,1672584,10356767,6.192075854,0.07909654787,0.9518277493,0.09272204993,2.271518633,0.004978778387,0.05991335341,0.00583644357,0.1429820666,143567,48105,78676,1249905,152331,21551,42502,6223,18739,41678,74886,NA,2138366,38850,95585,102570,7295,178714,234699,254762,2513380,4536911,16634,23505,NA,294796,29936,NA,3649,NA,8731,26007,NA,NA,NA,14587,22827,192009,283719,190387,11576,37532,79270,NA
LANMLR17B115,MT1,RIL,1666035,10426036,6.257993379,0.05621414187,1.829932748,0.1190774725,2.089555074,0.002422250983,0.07885126855,0.005131013572,0.09003831888,138816,20743,52638,1221591,232247,10718,39768,2959,8210,120679,96324,3280772,2110918,27978,57665,74880,6268,109990,200451,160958,1999711,2047122,2450,9896,58319,151020,24194,4951,4563,2503,5496,17961,6545,2221,8394,5277,4945,66325,98294,83084,6078,5430,24358,2564
LANMLR17B132,MT1,RIL,1657092,10572817,6.380344,0.09157480107,1.738335052,0.3089063367,3.370343934,0.002604307633,0.04943673577,0.008785027336,0.09584964785,57553,15895,37827,1330104,215713,15153,14681,3464,16027,24663,65756,2924360,2145835,20398,43658,23384,11685,127490,203509,243039,2308165,2339348,12206,10350,19646,247745,18297,1472,2514,972,3119,4361,3587,1899,3103,3964,3822,34907,50498,49501,2989,3128,17694,1459
LANMLR17B067,MT2,RIL,2372259,15243785,6.425851899,0.3058752804,5.137739916,0.4275303881,8.624638935,0.0121972896,0.2048759924,0.01704849096,0.3439219364,153904,NA,68201,1710298,439856,NA,44121,20861,27565,31835,350399,4841932,2301956,26717,81800,48685,29158,588209,486925,415036,2593785,3261282,25736,12164,9285,209933,3514,NA,4206,NA,64389,22648,7043,NA,5747,86905,5689,NA,NA,5542,44236,88430,NA,NA
LANMLR17B072,MT3,RIL,2263590,14692071,6.490606073,1.08317815,12.84507552,1.169149597,18.44723774,0.01382235697,0.1639150671,0.01491943229,0.2354038485,47570,NA,19332,1514937,681751,NA,41807,20940,25133,103705,248321,4548345,2682100,43024,52411,48002,22602,356622,246416,282548,2025692,3857110,13920,27052,9360,629188,NA,NA,21615,NA,9865,122716,95234,NA,13076,37786,44235,NA,NA,20145,15957,53283,105651,NA
LANMLR17B077,MT1,RIL,2234742,14935268,6.683218018,0.1647407294,3.03244219,0.2256333982,4.816228723,0.0074333471,0.1368283086,0.01018091501,0.2173154139,154324,NA,78663,1743360,258395,NA,26046,12959,19377,56667,238541,5059105,2685474,32262,91075,74142,17749,378859,336252,330430,2446761,2970280,19634,26536,34103,320890,5184,NA,9124,NA,64422,55470,23156,NA,13601,65292,34560,NA,NA,9459,63534,150974,NA,NA
LANMLR17B075,MT2,RIL,2277837,15246456,6.693392021,0.3702905662,3.848551436,0.3015104322,6.006485472,0.009976267783,0.1036866267,0.008123212109,0.1618250989,118606,NA,46874,1739829,372528,NA,26156,17357,27084,46801,180397,5318366,3070174,49899,68574,77736,14133,281548,248523,212072,2680630,2820978,15736,16366,21565,182062,9063,NA,2913,NA,52346,52867,11082,NA,15908,42692,36811,NA,NA,3559,34059,79458,NA,NA
LANMLR17B147,MT1,RIL,2257086,15325233,6.789831225,0.07443507764,2.568002738,0.1896889114,3.978734961,0.005580976035,0.1925431153,0.01422245132,0.2983166696,148092,NA,134399,1792518,182077,NA,26019,10004,21533,100753,345137,5311051,1930785,32781,121752,88965,25494,534738,516356,291704,3005949,2857999,23777,17217,25355,392968,NA,NA,8543,NA,16719,8701,6318,NA,13568,20252,4071,NA,NA,3516,21138,51797,NA,NA
LANMLR17B107,MT1,RIL,1514966,10400198,6.864971227,0.3822917076,4.474682798,0.3464665907,5.938445221,0.008633844101,0.1010582048,0.007824753902,0.1341164593,66331,8433,25457,1127192,287553,1802,14080,9732,23882,24003,113912,3440285,1762694,22363,39520,27151,8820,151175,242973,214328,1901896,2380217,9350,8306,3709,82353,5756,10641,6906,8143,7213,18192,14253,7798,23643,10407,16057,171115,268564,138262,8334,20308,62726,933
LANMLR17B121,MT3,RIL,2158894,15230229,7.054644184,0.3453213862,9.179779878,0.6037191604,10.72419295,0.01045680374,0.2779762863,0.01828144165,0.324743226,55270,NA,48882,1614260,440482,NA,33853,16880,39181,78273,448726,4728105,2164207,25216,83808,35717,29511,524220,632142,322931,2809003,3177669,18652,10636,11145,528549,NA,NA,4581,NA,6280,22668,23349,NA,48625,15912,27039,NA,NA,10111,16407,31574,96830,NA
LANMLR17B135,MT2,RIL,1503796,10785474,7.172165639,0.07700517972,1.37623607,0.05432951394,1.760351593,0.006256876272,0.1118228519,0.004414417938,0.1430332629,150601,23771,95565,1176146,57713,7084,22861,7359,14586,29495,131520,4003787,1973570,26540,89274,108178,5192,168228,255118,205503,1851809,1818834,2863,19584,44089,44073,3838,1620,3104,1083,2542,14696,7143,1134,3663,2731,11692,68949,115371,52918,2450,2456,27002,1764
B73_NAM,MT3,B73,2089780,15248848,7.296867613,1.120834859,13.20589528,0.7610032955,20.38051996,0.02141420501,0.252306347,0.0145394127,0.3893817444,68066,NA,27310,1429425,564979,NA,19531,30610,40741,68214,360653,5019577,2372690,43560,51041,44960,20783,556592,293400,326202,2324303,3556706,17655,25761,1755,614270,NA,NA,2243,NA,3740,25558,33940,NA,26883,5627,38580,NA,NA,16306,3754,19254,117086,NA
LANMLR17B140,MT3,RIL,2079440,15339179,7.376591294,0.8372961957,9.921238111,0.6750594429,16.25823709,0.01198897161,0.1420589782,0.009665956367,0.2327964033,41742,NA,23552,1644845,369301,NA,28946,19720,32802,113231,233665,5183264,2142732,20977,83001,33531,15899,382914,376120,218168,3078193,3305536,16226,10662,10715,480878,NA,NA,4635,NA,5411,34567,17971,NA,21409,14738,24551,NA,NA,11300,11280,40458,91315,NA
LANMLR17B119,MT3,RIL,1338498,10010655,7.479021261,0.03191853568,1.603331184,0.1204449009,0.9973248621,0.00387968618,0.194884311,0.01464003306,0.1212244673,73167,11305,125601,1033331,95094,5454,37905,4009,16394,32545,201380,3803079,1468191,18168,55682,37040,15128,125265,400843,111006,2168285,1479056,3118,3015,25092,130782,4106,3793,9163,3401,30067,83306,33024,9720,14906,39395,76975,214410,355264,139175,16742,44319,113729,3100
LANMLR17B044,MT3,RIL,2050156,15585689,7.602196613,0.2368655038,3.583226549,0.2713329323,3.596563718,0.01110882169,0.1680507467,0.01272531928,0.1686762504,98157,NA,76478,1630686,244835,NA,31451,18115,23458,25861,274038,5785488,2416826,13432,56593,24810,20751,275058,413441,136649,3491573,2513181,11379,3523,12695,97059,NA,NA,5807,NA,13719,44615,24972,NA,17144,23426,51896,NA,NA,20907,18138,45400,114732,NA
LANMLR17B037,MT2,RIL,1896781,14905506,7.858316801,0.2082187691,2.402764472,0.2386628015,4.282580838,0.01244195711,0.1435753974,0.01426111755,0.255902421,294936,NA,80377,1345126,176342,NA,39756,16736,25206,47184,193127,5405256,2592272,27123,95479,99980,19183,344221,328858,276920,2761052,2451941,24685,22287,60333,289219,NA,NA,22156,NA,35089,63795,44649,NA,41047,63818,46177,NA,NA,35184,61285,94867,181848,NA
PT_MEXI5,MT1,PT,1342061,10937333,8.149654151,0.2471560465,6.612150688,0.3323922183,4.153161322,0.01456611959,0.389686512,0.01958950579,0.2447661927,74920,5366,48524,823349,389902,13140,8591,11993,15514,19217,320848,3650226,2426413,21176,28089,39257,16129,201528,242366,227841,1487312,2186008,13057,5894,2734,55874,1579,4922,3744,6030,5431,59438,58297,3467,8897,11499,16506,75157,125587,85206,4512,8130,13185,765
LANMLR17B106,MT2,RIL,1744386,14681651,8.416515037,0.87186607,10.24254596,2.773332614,18.33603817,0.02557955597,0.3005046151,0.08136641541,0.5379584444,95729,NA,37094,1264330,347233,NA,63646,32341,16300,38880,379937,4322718,3050756,22434,53411,41596,102874,680157,277119,929133,2039649,2445063,53175,31232,16788,347790,NA,NA,67408,NA,17879,80618,89684,NA,37394,70897,91304,NA,NA,42059,44859,115281,209001,NA
LANMLR17B152,MT2,RIL,1702930,14551200,8.544802194,0.2055721506,2.295496694,0.2264110877,3.834831604,0.01159174329,0.1294378072,0.01276680328,0.2162373813,175111,NA,70637,1252702,204480,NA,24721,14521,21819,40375,162147,4537941,2917802,31153,87772,104704,15993,270881,296185,301765,2503992,3043302,9193,19444,42704,188860,NA,NA,11461,NA,156303,94499,128537,NA,18481,184561,163412,NA,NA,53475,99720,184764,202379,NA
LANMLR17B013,MT2,RIL,1570769,14804023,9.424697712,0.2909270615,3.086231241,0.7293650153,3.334849524,0.02468558949,0.2618712646,0.06188769537,0.2829668919,121714,NA,99152,1168536,181367,NA,199772,28846,17820,NA,306006,5349308,2920693,25387,86035,83031,72318,330657,298980,264771,2572273,2057137,25822,24486,72849,267440,NA,NA,71781,NA,20983,55910,37413,NA,12548,37157,60772,NA,NA,19210,41694,58257,121224,NA
LANMLR17B115,MT3,RIL,1556490,14995882,9.634422322,1.554642257,8.276693977,1.489498546,6.980998639,0.04960442654,0.2640869027,0.04752586704,0.2227447715,59453,NA,37471,1174371,285195,NA,204937,58254,46852,305816,310136,4630940,2592178,7967,85759,60307,55813,261585,312985,199938,2723735,2953167,17938,29494,92941,531501,NA,NA,104260,NA,22328,30761,26691,NA,43508,36059,12784,NA,NA,27126,35759,27555,42826,NA
