Zm00001d039542,Zm00001d017584,samp,experiment,plate,well,barcode,tube_num_full,tube_num,tissue_key,tissue,ID,temp_tx,fertilizer_tx,tray,pot,line,source,tissue_stage,date_planted,emergence_date,unique_id,harvest_date,genotype,inv4m_genotype,uniqueID,file,Filename,fastqc,Total_Sequences,plant,NEWID,new_line,new_inv4m_genotype,full_geno,group,inv_temp,fert_temp,fert_temp_geno
4.3526644134404,6.01545536865076,GC73_P4_ILLSINHA95,gc73,4,B12,ILLSINHA95,247,247,0,V3_Leaf_tissue,gc73340,cold,low,9,8,PT,,V3,4/21/2017,4/28/2017,cold_9_8_V3,5/12/2017,PT,Inv4m,gc73340_0,GC73_P4_ILLSINHA95_1.fq.gz,GC73_P4_ILLSINHA95_1.fq.gz,pass,2244024,gc73_4_cold_low_9_8_V3,gc73_4_cold_low_9_8_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
7.00009286754843,6.04397408916257,GC73_P4_ILLSINHA96,gc73,4,A12,ILLSINHA96,293,293,0,V3_Leaf_tissue,gc73342,cold,low,9,9,B73,,V3,4/21/2017,4/30/2017,cold_9_9_V3,5/15/2017,B73,B73,gc73342_0,GC73_P4_ILLSINHA96_1.fq.gz,GC73_P4_ILLSINHA96_1.fq.gz,pass,292612,gc73_4_cold_low_9_9_V3,gc73_4_cold_low_9_9_V3_V3_Leaf_tissue,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
5.36786684835971,6.48317321369271,GC73_P5_ILLSINHA1,gc73,5,H1,ILLSINHA1,122,122,0,V3_Leaf_tissue,gc73160,warm,low,9,8,F1,,V3,4/21/2017,4/25/2017,warm_9_8_V3,5/2/2017,F1,H,gc73160_0,GC73_P5_ILLSINHA1_1.fq.gz,GC73_P5_ILLSINHA1_1.fq.gz,"",,gc73_5_warm_low_9_8_V3,gc73_5_warm_low_9_8_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
4.02139123729637,5.92407738484043,GC73_P5_ILLSINHA2,gc73,5,G1,ILLSINHA2,120,120,0,V3_Leaf_tissue,gc73156,warm,low,9,6,PT,,V3,4/21/2017,4/24/2017,warm_9_6_V3,5/2/2017,PT,Inv4m,gc73156_0,GC73_P5_ILLSINHA2_1.fq.gz,GC73_P5_ILLSINHA2_1.fq.gz,"",,gc73_5_warm_low_9_6_V3,gc73_5_warm_low_9_6_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
4.88062760868194,6.31000127810429,GC73_P5_ILLSINHA3,gc73,5,F1,ILLSINHA3,127,127,0,V3_Leaf_tissue,gc73172,warm,low,10,5,B73,,V3,4/21/2017,4/26/2017,warm_10_5_V3,5/2/2017,B73,B73,gc73172_0,GC73_P5_ILLSINHA3_1.fq.gz,GC73_P5_ILLSINHA3_1.fq.gz,"",,gc73_5_warm_low_10_5_V3,gc73_5_warm_low_10_5_V3_V3_Leaf_tissue,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
-1.77116370875511,6.31453619449258,GC73_P5_ILLSINHA4,gc73,5,E1,ILLSINHA4,127.1,127,1,V3_Primary_root,gc73172,warm,low,10,5,B73,,V3,4/21/2017,4/26/2017,warm_10_5_V3,5/2/2017,B73,B73,gc73172_1,GC73_P5_ILLSINHA4_1.fq.gz,GC73_P5_ILLSINHA4_1.fq.gz,"",,gc73_5_warm_low_10_5_V3,gc73_5_warm_low_10_5_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
4.27211194283221,4.82116113576157,GC73_P5_ILLSINHA43,gc73,5,F6,ILLSINHA43,116,116,0,V3_Leaf_tissue,gc73086,warm,high,5,7,PT,,V3,4/21/2017,4/25/2017,warm_5_7_V3,5/2/2017,PT,Inv4m,gc73086_0,GC73_P5_ILLSINHA43_1.fq.gz,GC73_P5_ILLSINHA43_1.fq.gz,pass,499294,gc73_5_warm_high_5_7_V3,gc73_5_warm_high_5_7_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
3.23743283259504,6.56386584380892,GC73_P5_ILLSINHA44,gc73,5,E6,ILLSINHA44,107,107,0,V3_Leaf_tissue,gc73064,warm,high,4,5,F1,,V3,4/21/2017,4/25/2017,warm_4_5_V3,5/2/2017,F1,H,gc73064_0,GC73_P5_ILLSINHA44_1.fq.gz,GC73_P5_ILLSINHA44_1.fq.gz,pass,3422070,gc73_5_warm_high_4_5_V3,gc73_5_warm_high_4_5_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,high_warm,high_warm_F1
2.52990590839987,6.59768390365029,GC73_P5_ILLSINHA45,gc73,5,D6,ILLSINHA45,115,115,0,V3_Leaf_tissue,gc73084,warm,high,5,6,B73,,V3,4/21/2017,4/26/2017,warm_5_6_V3,5/2/2017,B73,B73,gc73084_0,GC73_P5_ILLSINHA45_1.fq.gz,GC73_P5_ILLSINHA45_1.fq.gz,pass,1218344,gc73_5_warm_high_5_6_V3,gc73_5_warm_high_5_6_V3_V3_Leaf_tissue,,B73,B73_,warm_NA_B73,B73_warm,high_warm,high_warm_B73
-2.70239324499503,6.35231264539491,GC73_P5_ILLSINHA47,gc73,5,B6,ILLSINHA47,116.1,116,1,V3_Primary_root,gc73086,warm,high,5,7,PT,,V3,4/21/2017,4/25/2017,warm_5_7_V3,5/2/2017,PT,Inv4m,gc73086_1,GC73_P5_ILLSINHA47_1.fq.gz,GC73_P5_ILLSINHA47_1.fq.gz,pass,4467546,gc73_5_warm_high_5_7_V3,gc73_5_warm_high_5_7_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
-3.77778992071912,6.43673268988467,GC73_P5_ILLSINHA48,gc73,5,A6,ILLSINHA48,115.1,115,1,V3_Primary_root,gc73084,warm,high,5,6,B73,,V3,4/21/2017,4/26/2017,warm_5_6_V3,5/2/2017,B73,B73,gc73084_1,GC73_P5_ILLSINHA48_1.fq.gz,GC73_P5_ILLSINHA48_1.fq.gz,pass,8440585,gc73_5_warm_high_5_6_V3,gc73_5_warm_high_5_6_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,high_warm,high_warm_B73
-0.848198634511345,5.99900127002224,GC73_P5_ILLSINHA49,gc73,5,H7,ILLSINHA49,299.1,299,1,V3_Primary_root,gc73262,cold,high,5,5,F1,,V3,4/21/2017,4/29/2017,cold_5_5_V3,5/16/2017,F1,H,gc73262_1,GC73_P5_ILLSINHA49_1.fq.gz,GC73_P5_ILLSINHA49_1.fq.gz,pass,3716657,gc73_5_cold_high_5_5_V3,gc73_5_cold_high_5_5_V3_V3_Primary_root,,H,F1_,cold_NA_H,H_cold,high_cold,high_cold_F1
-1.38301184496756,5.7679390741769,GC73_P5_ILLSINHA50,gc73,5,G7,ILLSINHA50,241.1,241,1,V3_Primary_root,gc73200,cold,high,2,1,PT,,V3,4/21/2017,4/27/2017,cold_2_1_V3,5/12/2017,PT,Inv4m,gc73200_1,GC73_P5_ILLSINHA50_1.fq.gz,GC73_P5_ILLSINHA50_1.fq.gz,pass,8540740,gc73_5_cold_high_2_1_V3,gc73_5_cold_high_2_1_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
-3.09891739770171,6.17464564834759,GC73_P5_ILLSINHA51,gc73,5,F7,ILLSINHA51,264.1,264,1,V3_Primary_root,gc73206,cold,high,2,4,B73,,V3,4/21/2017,4/29/2017,cold_2_4_V3,5/15/2017,B73,B73,gc73206_1,GC73_P5_ILLSINHA51_1.fq.gz,GC73_P5_ILLSINHA51_1.fq.gz,pass,4962705,gc73_5_cold_high_2_4_V3,gc73_5_cold_high_2_4_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,high_cold,high_cold_B73
5.4846216614412,6.51493330544813,GC73_P5_ILLSINHA52,gc73,5,E7,ILLSINHA52,245,245,0,V3_Leaf_tissue,gc73328,cold,low,9,2,F1,,V3,4/21/2017,4/28/2017,cold_9_2_V3,5/12/2017,F1,H,gc73328_0,GC73_P5_ILLSINHA52_1.fq.gz,GC73_P5_ILLSINHA52_1.fq.gz,pass,1039337,gc73_5_cold_low_9_2_V3,gc73_5_cold_low_9_2_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
4.92379968293871,5.78659430040172,GC73_P5_ILLSINHA53,gc73,5,D7,ILLSINHA53,284,284,0,V3_Leaf_tissue,gc73356,cold,low,10,7,PT,,V3,4/21/2017,4/28/2017,cold_10_7_V3,5/15/2017,PT,Inv4m,gc73356_0,GC73_P5_ILLSINHA53_1.fq.gz,GC73_P5_ILLSINHA53_1.fq.gz,pass,3202241,gc73_5_cold_low_10_7_V3,gc73_5_cold_low_10_7_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
-2.85315678056918,6.15689939057061,GC73_P5_ILLSINHA55,gc73,5,B7,ILLSINHA55,292.1,292,1,V3_Primary_root,gc73336,cold,low,9,6,B73,,V3,4/21/2017,4/28/2017,cold_9_6_V3,5/15/2017,B73,B73,gc73336_1,GC73_P5_ILLSINHA55_1.fq.gz,GC73_P5_ILLSINHA55_1.fq.gz,pass,13710012,gc73_5_cold_low_9_6_V3,gc73_5_cold_low_9_6_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
-2.74798909560531,5.65856352728061,GC73_P5_ILLSINHA56,gc73,5,A7,ILLSINHA56,284.1,284,1,V3_Primary_root,gc73356,cold,low,10,7,PT,,V3,4/21/2017,4/28/2017,cold_10_7_V3,5/15/2017,PT,Inv4m,gc73356_1,GC73_P5_ILLSINHA56_1.fq.gz,GC73_P5_ILLSINHA56_1.fq.gz,pass,4539276,gc73_5_cold_low_10_7_V3,gc73_5_cold_low_10_7_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
3.26726660616198,5.73650102850452,GC73_P6_ILLSINHA1,gc73,6,H1,ILLSINHA1,117,117,0,V3_Leaf_tissue,gc73088,warm,high,5,8,F1,,V3,4/21/2017,4/24/2017,warm_5_8_V3,5/2/2017,F1,H,gc73088_0,GC73_P6_ILLSINHA1_1.fq.gz,GC73_P6_ILLSINHA1_1.fq.gz,"",,gc73_6_warm_high_5_8_V3,gc73_6_warm_high_5_8_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,high_warm,high_warm_F1
1.74693922364844,5.5558037426118,GC73_P6_ILLSINHA3,gc73,6,F1,ILLSINHA3,85,85,0,V3_Leaf_tissue,gc73028,warm,high,2,5,PT,,V3,4/21/2017,4/24/2017,warm_2_5_V3,5/2/2017,PT,Inv4m,gc73028_0,GC73_P6_ILLSINHA3_1.fq.gz,GC73_P6_ILLSINHA3_1.fq.gz,"",,gc73_6_warm_high_2_5_V3,gc73_6_warm_high_2_5_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
-2.75937303116278,6.66706995107263,GC73_P6_ILLSINHA4,gc73,6,E1,ILLSINHA4,85.1,85,1,V3_Primary_root,gc73028,warm,high,2,5,PT,,V3,4/21/2017,4/24/2017,warm_2_5_V3,5/2/2017,PT,Inv4m,gc73028_1,GC73_P6_ILLSINHA4_1.fq.gz,GC73_P6_ILLSINHA4_1.fq.gz,"",,gc73_6_warm_high_2_5_V3,gc73_6_warm_high_2_5_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
-2.56215033221897,6.10712278718153,GC73_P6_ILLSINHA5,gc73,6,D1,ILLSINHA5,117.1,117,1,V3_Primary_root,gc73088,warm,high,5,8,F1,,V3,4/21/2017,4/24/2017,warm_5_8_V3,5/2/2017,F1,H,gc73088_1,GC73_P6_ILLSINHA5_1.fq.gz,GC73_P6_ILLSINHA5_1.fq.gz,"",,gc73_6_warm_high_5_8_V3,gc73_6_warm_high_5_8_V3_V3_Primary_root,,H,F1_,warm_NA_H,H_warm,high_warm,high_warm_F1
0.139127342437434,5.84782769947537,GC73_P6_ILLSINHA6,gc73,6,C1,ILLSINHA6,82.1,82,1,V3_Primary_root,gc73022,warm,high,2,2,B73,,V3,4/21/2017,4/25/2017,warm_2_2_V3,5/2/2017,B73,B73,gc73022_1,GC73_P6_ILLSINHA6_1.fq.gz,GC73_P6_ILLSINHA6_1.fq.gz,"",,gc73_6_warm_high_2_2_V3,gc73_6_warm_high_2_2_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,high_warm,high_warm_B73
4.25996082945473,6.68089969475649,GC73_P6_ILLSINHA7,gc73,6,B1,ILLSINHA7,128,128,0,V3_Leaf_tissue,gc73174,warm,low,10,6,F1,,V3,4/21/2017,4/25/2017,warm_10_6_V3,5/2/2017,F1,H,gc73174_0,GC73_P6_ILLSINHA7_1.fq.gz,GC73_P6_ILLSINHA7_1.fq.gz,"",,gc73_6_warm_low_10_6_V3,gc73_6_warm_low_10_6_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
3.2645114631575,6.47071147966625,GC73_P6_ILLSINHA8,gc73,6,A1,ILLSINHA8,158,158,0,V3_Leaf_tissue,gc73146,warm,low,9,1,B73,,V3,4/21/2017,4/27/2017,warm_9_1_V3,5/4/2017,B73,B73,gc73146_0,GC73_P6_ILLSINHA8_1.fq.gz,GC73_P6_ILLSINHA8_1.fq.gz,"",,gc73_6_warm_low_9_1_V3,gc73_6_warm_low_9_1_V3_V3_Leaf_tissue,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
5.21424552249426,5.55947077844985,GC73_P6_ILLSINHA9,gc73,6,H2,ILLSINHA9,125,125,0,V3_Leaf_tissue,gc73166,warm,low,10,2,PT,,V3,4/21/2017,4/26/2017,warm_10_2_V3,5/2/2017,PT,Inv4m,gc73166_0,GC73_P6_ILLSINHA9_1.fq.gz,GC73_P6_ILLSINHA9_1.fq.gz,"",,gc73_6_warm_low_10_2_V3,gc73_6_warm_low_10_2_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
-2.71073468149239,6.32271755588753,GC73_P6_ILLSINHA10,gc73,6,G2,ILLSINHA10,125.1,125,1,V3_Primary_root,gc73166,warm,low,10,2,PT,,V3,4/21/2017,4/26/2017,warm_10_2_V3,5/2/2017,PT,Inv4m,gc73166_1,GC73_P6_ILLSINHA10_1.fq.gz,GC73_P6_ILLSINHA10_1.fq.gz,pass,4585270,gc73_6_warm_low_10_2_V3,gc73_6_warm_low_10_2_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
-0.928371048510872,6.20593604951609,GC73_P6_ILLSINHA11,gc73,6,F2,ILLSINHA11,128.1,128,1,V3_Primary_root,gc73174,warm,low,10,6,F1,,V3,4/21/2017,4/25/2017,warm_10_6_V3,5/2/2017,F1,H,gc73174_1,GC73_P6_ILLSINHA11_1.fq.gz,GC73_P6_ILLSINHA11_1.fq.gz,pass,1263773,gc73_6_warm_low_10_6_V3,gc73_6_warm_low_10_6_V3_V3_Primary_root,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
-2.14198360728269,6.48300604336601,GC73_P6_ILLSINHA12,gc73,6,E2,ILLSINHA12,158.1,158,1,V3_Primary_root,gc73146,warm,low,9,1,B73,,V3,4/21/2017,4/27/2017,warm_9_1_V3,5/4/2017,B73,B73,gc73146_1,GC73_P6_ILLSINHA12_1.fq.gz,GC73_P6_ILLSINHA12_1.fq.gz,pass,2661614,gc73_6_warm_low_9_1_V3,gc73_6_warm_low_9_1_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
6.54113959014368,6.17078666166118,GC73_P6_ILLSINHA53,gc73,6,D7,ILLSINHA53,275,275,0,V3_Leaf_tissue,gc73242,cold,high,4,4,F1,,V3,4/21/2017,4/29/2017,cold_4_4_V3,5/15/2017,F1,H,gc73242_0,GC73_P6_ILLSINHA53_1.fq.gz,GC73_P6_ILLSINHA53_1.fq.gz,pass,514206,gc73_6_cold_high_4_4_V3,gc73_6_cold_high_4_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,high_cold,high_cold_F1
4.11434789560016,6.05141526293404,GC73_P6_ILLSINHA55,gc73,6,B7,ILLSINHA55,243,243,0,V3_Leaf_tissue,gc73254,cold,high,5,1,PT,,V3,4/21/2017,4/28/2017,cold_5_1_V3,5/12/2017,PT,Inv4m,gc73254_0,GC73_P6_ILLSINHA55_1.fq.gz,GC73_P6_ILLSINHA55_1.fq.gz,pass,4028059,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
-3.45881734541931,6.51850645010324,GC73_P6_ILLSINHA56,gc73,6,A7,ILLSINHA56,243.1,243,1,V3_Primary_root,gc73254,cold,high,5,1,PT,,V3,4/21/2017,4/28/2017,cold_5_1_V3,5/12/2017,PT,Inv4m,gc73254_1,GC73_P6_ILLSINHA56_1.fq.gz,GC73_P6_ILLSINHA56_1.fq.gz,pass,7714421,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
-2.90990377871357,6.41715808705177,GC73_P6_ILLSINHA58,gc73,6,G8,ILLSINHA58,269.1,269,1,V3_Primary_root,gc73264,cold,high,5,6,B73,,V3,4/21/2017,4/29/2017,cold_5_6_V3,5/15/2017,B73,B73,gc73264_1,GC73_P6_ILLSINHA58_1.fq.gz,GC73_P6_ILLSINHA58_1.fq.gz,pass,14561569,gc73_6_cold_high_5_6_V3,gc73_6_cold_high_5_6_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,high_cold,high_cold_B73
4.88919287602108,5.75263129422531,GC73_P6_ILLSINHA59,gc73,6,F8,ILLSINHA59,283,283,0,V3_Leaf_tissue,gc73350,cold,low,10,4,F1,,V3,4/21/2017,4/30/2017,cold_10_4_V3,5/15/2017,F1,H,gc73350_0,GC73_P6_ILLSINHA59_1.fq.gz,GC73_P6_ILLSINHA59_1.fq.gz,pass,2529041,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
5.07449720871334,6.00385997923468,GC73_P6_ILLSINHA60,gc73,6,E8,ILLSINHA60,281,281,0,V3_Leaf_tissue,gc73344,cold,low,10,1,B73,,V3,4/21/2017,4/30/2017,cold_10_1_V3,5/15/2017,B73,B73,gc73344_0,GC73_P6_ILLSINHA60_1.fq.gz,GC73_P6_ILLSINHA60_1.fq.gz,pass,473123,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Leaf_tissue,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
5.414465454136,5.40701687224059,GC73_P6_ILLSINHA61,gc73,6,D8,ILLSINHA61,282,282,0,V3_Leaf_tissue,gc73346,cold,low,10,2,PT,,V3,4/21/2017,4/28/2017,cold_10_2_V3,5/15/2017,PT,Inv4m,gc73346_0,GC73_P6_ILLSINHA61_1.fq.gz,GC73_P6_ILLSINHA61_1.fq.gz,pass,1310043,gc73_6_cold_low_10_2_V3,gc73_6_cold_low_10_2_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
-3.08906517943626,6.0373243730104,GC73_P6_ILLSINHA63,gc73,6,B8,ILLSINHA63,283.1,283,1,V3_Primary_root,gc73350,cold,low,10,4,F1,,V3,4/21/2017,4/30/2017,cold_10_4_V3,5/15/2017,F1,H,gc73350_1,GC73_P6_ILLSINHA63_1.fq.gz,GC73_P6_ILLSINHA63_1.fq.gz,pass,5592502,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Primary_root,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
-3.94637363933091,6.33188521639842,GC73_P6_ILLSINHA64,gc73,6,A8,ILLSINHA64,281.1,281,1,V3_Primary_root,gc73344,cold,low,10,1,B73,,V3,4/21/2017,4/30/2017,cold_10_1_V3,5/15/2017,B73,B73,gc73344_1,GC73_P6_ILLSINHA64_1.fq.gz,GC73_P6_ILLSINHA64_1.fq.gz,pass,9818550,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
